Column1,Column2,Column3,Column4,Column5,Column6,Column7,Column8,Column9,Column10,Column11,Column12,Column13,
yGDpPp72z7o,320,330," ""/m/09x0r","/t/dd00125""",,,,,,,,,
yGE1mtte0AU,30,40," ""/m/0l14md""",,,,,,,,,,
yGEdH_Qz7hc,130,140," ""/m/09x0r""",,,,,,,,,,
yGEkpmwrJ9o,30,40," ""/m/03mb9",/m/04rlf,/m/09x0r,"/t/dd00035""",,,,,,,
yGEp9UVjkow,30,40," ""/m/04rlf""",,,,,,,,,,
yGEs7T18lR4,120,130," ""/m/04rlf","/m/0g6b5""",,,,,,,,,
yGEsRN_2LpY,30,40," ""/m/07q0yl5""",,,,,,,,,,
yGEw14aMcuI,370,380," ""/m/04rlf""",,,,,,,,,,
yGF5aCowCpA,30,40," ""/m/09x0r","/t/dd00125""",,,,,,,,,
yGFCG8IGf64,30,35," ""/m/04rlf""",,,,,,,,,,
yGFPf3gY5_Y,130,140," ""/m/04rlf","/m/0l14gg""",,,,,,,,,
yGFbeA7pl3Q,150,160," ""/m/04rlf","/m/07pjjrj""",,,,,,,,,
yGFgan8eD5c,5,15," ""/m/09x0r""",,,,,,,,,,
yGFiZsQA2Gs,30,40," ""/m/02hnl",/m/04rlf,"/m/04szw""",,,,,,,,
yGFsMZi0_bI,30,40," ""/m/04rlf""",,,,,,,,,,
yGGgYKo10VQ,60,70," ""/m/04zmvq",/m/06d_3,"/m/07jdr""",,,,,,,,
yGGonzNsljM,30,40," ""/m/07qjznl","/m/07qjznt""",,,,,,,,,
yGGqYMtZfY4,30,40," ""/m/09x0r""",,,,,,,,,,
yGHBpYhxNXA,30,40," ""/m/07rjwbb""",,,,,,,,,,
yGHKaAXTB6o,30,40," ""/m/04rlf","/m/07sbbz2""",,,,,,,,,
yGHL1IfD55Q,100,110," ""/m/028v0c",/m/07yv9,/m/0k4j,"/t/dd00128""",,,,,,,
yGHhUCBRnw8,300,310," ""/m/09x0r""",,,,,,,,,,
yGHnIfnTAwI,30,40," ""/m/09x0r""",,,,,,,,,,
yGHocSQbwvI,480,490," ""/m/09x0r""",,,,,,,,,,
yGHqqwE9ydk,70,80," ""/m/07k1x","/m/0_ksk""",,,,,,,,,
yGHwLKLGpuw,30,40," ""/m/09x0r""",,,,,,,,,,
yGIKxbP_DIk,30,40," ""/m/04rlf","/m/07sbbz2""",,,,,,,,,
yGINdsBJMkM,27,37," ""/m/04rlf","/m/0c1dj""",,,,,,,,,
yGIfP5g8A7g,9,19," ""/m/09x0r""",,,,,,,,,,
yGIiwj_H8Ts,30,40," ""/m/09x0r""",,,,,,,,,,
yGIsInqTukw,20,30," ""/m/04rlf""",,,,,,,,,,
yGIzJkMjv6s,30,40," ""/m/09x0r""",,,,,,,,,,
yGJ1jUv-gV4,30,40," ""/m/04rlf",/m/04szw,"/m/07y_7""",,,,,,,,
yGJ8P2lXYYA,30,40," ""/m/09x0r""",,,,,,,,,,
yGJDfX5HyEE,20,30," ""/m/04rlf""",,,,,,,,,,
yGJLvIYulzg,30,40," ""/m/03kmc9""",,,,,,,,,,
yGJP_OnW2YI,180,190," ""/m/02rr_",/m/0342h,/m/04rlf,/m/04szw,/m/0fx80y,"/t/dd00125""",,,,,
yGJT9kvH0N8,30,40," ""/m/02w4v",/m/0326g,"/m/04rlf""",,,,,,,,
yGJVho6nraA,170,180," ""/m/04rlf",/m/07pkxdp,"/m/0y4f8""",,,,,,,,
yGJtOjyB4fQ,30,40," ""/m/09x0r""",,,,,,,,,,
yGKDBo8A1kM,30,40," ""/m/04rlf""",,,,,,,,,,
yGKGrhzwi8A,15,25," ""/m/09x0r""",,,,,,,,,,
yGKZiZoDxY0,30,40," ""/m/04rlf""",,,,,,,,,,
yGKgFYoea38,30,40," ""/m/04rlf","/m/09x0r""",,,,,,,,,
yGKpXFOMXps,480,490," ""/m/015lz1",/m/026z9,"/m/04rlf""",,,,,,,,
yGL1kWI8TLo,22,32," ""/m/07s34ls""",,,,,,,,,,
yGL8ZMKswV8,40,50," ""/m/015lz1","/m/04rlf""",,,,,,,,,
yGLDD3iV0Bs,140,150," ""/m/09x0r","/t/dd00125""",,,,,,,,,
yGLgvO7Rdp4,100,110," ""/m/013y1f","/m/03xq_f""",,,,,,,,,
yGMKTFfBiLc,40,50," ""/m/015lz1",/m/04rlf,"/m/064t9""",,,,,,,,
yGMNlbUKa8U,50,60," ""/m/015lz1""",,,,,,,,,,
yGMzh8Q2lFg,30,40," ""/m/04rlf",/m/07s8j8t,"/m/07sbbz2""",,,,,,,,
yGN3zrZWnTI,100,110," ""/m/04rlf","/m/09x0r""",,,,,,,,,
yGNEY57lUqw,50,60," ""/m/07yv9""",,,,,,,,,,
yGNJLm2QcxY,60,70," ""/m/01h3n",/m/03vt0,/m/09xqv,"/m/0h2mp""",,,,,,,
yGNzWT1eeEI,10,20," ""/m/04k94",/m/09x0r,"/t/dd00129""",,,,,,,,
yGO0s5SLbJ0,140,150," ""/m/09x0r","/t/dd00125""",,,,,,,,,
yGO1BAKPxEo,300,310," ""/m/02rr_",/m/0342h,/m/04rlf,/m/04szw,/m/0fx80y,/m/0g12c5,"/t/dd00126""",,,,
yGOIdwDq8SA,0,10," ""/m/04rlf""",,,,,,,,,,
yGOJBqewbTI,310,320," ""/m/02p0sh1",/m/04rlf,"/m/06j64v""",,,,,,,,
yGOZV8SL_D8,30,40," ""/m/026t6",/m/02hnl,/m/04rlf,/m/04szw,"/m/0bm02""",,,,,,
yGOaUq7mkq8,340,350," ""/m/02zsn","/m/09x0r""",,,,,,,,,
yGOeaesTflU,60,70," ""/m/01jwx6",/m/07pb8fc,"/m/07yv9""",,,,,,,,
yGOjBON0u6g,30,40," ""/m/04rlf""",,,,,,,,,,
yGPWWnt0cM0,30,40," ""/m/04rlf""",,,,,,,,,,
yGPXjYiLByY,0,5," ""/m/0c1dj""",,,,,,,,,,
yGPjENKBMJs,30,40," ""/m/04rlf","/m/09x0r""",,,,,,,,,
yGPqvWj89jU,30,40," ""/m/04rlf","/m/09x0r""",,,,,,,,,
yGQZ2GRhAzQ,240,250," ""/m/04rlf","/m/0m0jc""",,,,,,,,,
yGQ_Sru2p-U,260,270," ""/m/018vs",/m/0342h,/m/04rlf,/m/04szw,/m/09x0r,/m/0fx80y,"/t/dd00126""",,,,
yGQtE1iC35o,30,40," ""/m/09x0r""",,,,,,,,,,
yGQwNrDfGd0,30,40," ""/m/04rlf""",,,,,,,,,,
yGRPprore1k,30,40," ""/m/01jt3m","/m/07rjzl8""",,,,,,,,,
yGRVnEpngoU,200,210," ""/m/04rlf","/m/064t9""",,,,,,,,,
yGRltgEDPDo,110,120," ""/m/0155w",/m/02sgy,/m/0342h,/m/04rlf,/m/04szw,/m/07s0s5r,"/m/0fx80y""",,,,
yGRn2rK5sUw,30,40," ""/m/09x0r""",,,,,,,,,,
yGS0J-bEy2s,60,70," ""/m/03m9d0z""",,,,,,,,,,
yGSSR-cXF1g,540,550," ""/m/09x0r""",,,,,,,,,,
yGSYCQkBSPo,280,290," ""/m/0fd3y""",,,,,,,,,,
yGSZ2k8LNRc,0,10," ""/m/09x0r","/t/dd00128""",,,,,,,,,
yGSln6x7Tec,190,200," ""/m/04rlf","/m/04szw""",,,,,,,,,
yGSnRnVP0aA,20,30," ""/m/09x0r","/t/dd00125""",,,,,,,,,
yGTIUWc5LZc,0,7," ""/m/028v0c""",,,,,,,,,,
yGTVBqG1kqw,580,590," ""/m/04rlf",/m/04szw,"/m/0l14qv""",,,,,,,,
yGTiixoUr_M,18,28," ""/m/01yrx",/m/068hy,/m/07qrkrw,/m/07r81j2,"/m/09x0r""",,,,,,
yGTkvvX6xWY,10,20," ""/m/09x0r""",,,,,,,,,,
yGTtOFT7EJA,200,210," ""/m/07k1x","/t/dd00125""",,,,,,,,,
yGTuH4dTKS8,30,40," ""/m/04rlf""",,,,,,,,,,
yGTynYFVBsg,30,40," ""/m/07qmpdm","/m/09x0r""",,,,,,,,,
yGUNNrpny2U,380,390," ""/m/04rlf","/m/09x0r""",,,,,,,,,
yGUQvjVKv4Y,60,70," ""/m/04rlf",/m/04szw,"/m/0l156b""",,,,,,,,
yGUgp6Dth0s,9,19," ""/m/09x0r""",,,,,,,,,,
yGUkGu8Z7a0,26,36," ""/m/04rlf""",,,,,,,,,,
yGUpRjap2GQ,30,40," ""/m/04rlf","/m/09x0r""",,,,,,,,,
yGV1pwE_gx0,30,40," ""/m/04rlf","/m/09x0r""",,,,,,,,,
yGV4kUJlwbU,380,390," ""/m/04rlf","/m/09x0r""",,,,,,,,,
yGV9xyfzh9s,22,32," ""/m/07pzfmf","/m/09x0r""",,,,,,,,,
yGVMdR3ayGE,24,34," ""/m/09x0r""",,,,,,,,,,
yGVOCvkbpJU,60,70," ""/m/0342h",/m/042v_gx,/m/04rlf,"/m/0b_fwt""",,,,,,,
yGVOGHXkuGo,4,14," ""/m/07ryjzk","/m/09x0r""",,,,,,,,,
yGVQWeJptQY,30,40," ""/m/04rlf""",,,,,,,,,,
yGVa0slzO4o,220,230," ""/m/015lz1",/m/04rlf,/m/0l14jd,"/m/0y4f8""",,,,,,,
yGVnaT7-E0w,30,40," ""/t/dd00134""",,,,,,,,,,
yGW-SzazrnQ,30,40," ""/m/04rlf""",,,,,,,,,,
yGWdxCFBh1k,30,40," ""/m/078jl",/m/0jbk,"/t/dd00129""",,,,,,,,
yGWsfn7DEco,270,280," ""/m/04rlf""",,,,,,,,,,
yGXmTk_LLIM,200,210," ""/m/04rlf""",,,,,,,,,,
yGXnxWBgAao,50,60," ""/m/01kcd",/m/04rlf,/m/04szw,"/m/07gql""",,,,,,,
yGXzqDspVi0,8,18," ""/m/03kmc9","/m/0dgbq""",,,,,,,,,
yGY9PawNyIQ,6,16," ""/m/015p6""",,,,,,,,,,
yGYdGgXhJMY,30,40," ""/m/06h7j","/m/09x0r""",,,,,,,,,
yGYjbtBbC4Q,40,50," ""/m/03qtwd",/m/04rlf,"/m/09x0r""",,,,,,,,
yGYmyLn532Y,30,40," ""/m/04rlf","/m/09x0r""",,,,,,,,,
yGYpb9-c9UQ,0,10," ""/m/09x0r""",,,,,,,,,,
yGYtpHVQrcU,30,40," ""/m/09x0r""",,,,,,,,,,
yGYz1l7Qg_0,160,170," ""/m/01g50p",/m/06d_3,/m/07jdr,"/m/07rwm0c""",,,,,,,
yGZ0r_lolU4,20,30," ""/m/019jd",/m/02rlv9,/m/03m9d0z,"/t/dd00092""",,,,,,,
yGZYjZNE3_A,10,20," ""/m/015lz1""",,,,,,,,,,
yGZaL4ZMeqY,20,30," ""/m/04rlf""",,,,,,,,,,
yG_3TgUERog,30,40," ""/m/04rlf","/m/09x0r""",,,,,,,,,
yG_lq8hJOLw,10,20," ""/m/02qldy""",,,,,,,,,,
yGa4V1v8VGs,460,470," ""/m/02cz_7","/m/0y4f8""",,,,,,,,,
yGa6iVenVp0,30,40," ""/m/04rlf",/m/07ryjzk,"/m/09x0r""",,,,,,,,
yGaFzh8LEL8,20,30," ""/m/015lz1","/m/04rlf""",,,,,,,,,
yGaXWv1WWFs,30,40," ""/m/04rlf","/m/09x0r""",,,,,,,,,
yGacdrulEbw,30,40," ""/m/04rlf",/m/07xzm,"/t/dd00125""",,,,,,,,
yGaknDHhNF0,30,40," ""/m/09x0r""",,,,,,,,,,
yGb0uvtVkz0,30,40," ""/m/09x0r""",,,,,,,,,,
yGbDQ6dc45k,30,40," ""/m/04rlf","/m/09x0r""",,,,,,,,,
yGc-PXHMSgY,40,50," ""/m/056ks2","/m/09x0r""",,,,,,,,,
yGcAwYzYqWA,20,30," ""/m/09x0r","/t/dd00128""",,,,,,,,,
yGcEJYZ4y8k,0,10," ""/m/04rlf""",,,,,,,,,,
yGcPO_ZlR9s,30,40," ""/m/09x0r""",,,,,,,,,,
yGcQMuiruo8,10,20," ""/m/01g50p",/m/06d_3,/m/07jdr,/m/07yv9,"/m/09x0r""",,,,,,
yGcVAfk2Th4,30,40," ""/m/09x0r","/t/dd00129""",,,,,,,,,
yGcYarxdnGc,190,200," ""/m/015lz1","/m/0l14jd""",,,,,,,,,
yGclimASf1o,30,40," ""/m/02zsn",/m/09x0r,"/t/dd00125""",,,,,,,,
yGcscxq1Pkc,12,22," ""/m/04rlf""",,,,,,,,,,
yGd4BwbTSLw,30,40," ""/m/09x0r""",,,,,,,,,,
yGd8ccsJZ10,0,10," ""/m/09x0r""",,,,,,,,,,
yGdFX3C_6Wg,30,40," ""/m/04rlf",/m/07qfgpx,"/m/09x0r""",,,,,,,,
yGdTARoGc2E,30,40," ""/m/0jbk""",,,,,,,,,,
yGdZ903msI0,70,80," ""/m/03qjg","/m/04rlf""",,,,,,,,,
yGdeWQVm89E,30,40," ""/m/04rlf""",,,,,,,,,,
yGdipA-39Gw,0,10," ""/m/04rlf","/m/06rvn""",,,,,,,,,
yGe29s1Cl-0,0,10," ""/m/015lz1",/m/0342h,/m/04szw,"/m/0fx80y""",,,,,,,
yGe5WTgBG0I,30,40," ""/m/09x0r""",,,,,,,,,,
yGeOvfrmh9Y,30,40," ""/m/07yv9","/m/0k4j""",,,,,,,,,
yGeeqWYANBA,30,40," ""/m/04rlf","/m/09x0r""",,,,,,,,,
yGelB9UpOCU,0,10," ""/m/04rlf",/m/09x0r,"/m/0fd3y""",,,,,,,,
yGelrdIzeJQ,21,31," ""/m/04rlf","/m/09x0r""",,,,,,,,,
yGeyG-LuimI,30,40," ""/m/0838f""",,,,,,,,,,
yGfS5rYFbDM,110,120," ""/m/04rlf","/m/0l14_3""",,,,,,,,,
yGfYhtyqrwI,240,250," ""/m/04rlf""",,,,,,,,,,
yGfa4pDdMcY,17,27," ""/m/012ndj",/m/02mk9,/m/07yv9,/m/0k4j,"/t/dd00066""",,,,,,
yGfaulK4bdM,30,40," ""/m/09x0r""",,,,,,,,,,
yGg5X9pktAs,30,40," ""/m/09x0r""",,,,,,,,,,
yGg63Ix_46E,160,170," ""/m/04rlf","/m/07sbbz2""",,,,,,,,,
yGgL1qa-4ts,60,70," ""/m/015vgc",/m/04rlf,"/m/04szw""",,,,,,,,
yGgLgV69fPM,30,40," ""/m/04rlf","/m/09x0r""",,,,,,,,,
yGgNRl44MKY,30,40," ""/m/05zppz",/m/09x0r,"/t/dd00129""",,,,,,,,
yGgRIICenCI,0,10," ""/m/07yv9","/m/0k4j""",,,,,,,,,
yGgSaqInamM,30,40," ""/m/09x0r""",,,,,,,,,,
yGgadji5bqk,30,40," ""/m/07qn5dc",/m/09b5t,/m/09x0r,"/m/0jbk""",,,,,,,
yGgqK2SUW9Q,30,40," ""/m/04rlf""",,,,,,,,,,
yGh4CBqTPqY,50,60," ""/m/04rlf","/m/06j6l""",,,,,,,,,
yGh5IeAwhdI,350,360," ""/m/015p6","/m/020bb7""",,,,,,,,,
yGh_DSajxp4,90,100," ""/m/0c1dj""",,,,,,,,,,
yGhiIXEijKo,10,20," ""/m/015p6","/m/09x0r""",,,,,,,,,
yGhtP9cW7P4,30,40," ""/m/09x0r""",,,,,,,,,,
yGiRZVGRCvk,30,40," ""/m/04rlf","/m/09x0r""",,,,,,,,,
yGiXOWNtZmk,30,40," ""/m/04rlf","/m/09x0r""",,,,,,,,,
yGjBEA5e-Lw,30,40," ""/m/04k94","/m/09x0r""",,,,,,,,,
yGjCwebYTlA,10,20," ""/m/018j2""",,,,,,,,,,
yGjUz-iWcIQ,110,120," ""/m/026t6",/m/02hnl,/m/03t3fj,/m/06rvn,/m/0bm02,"/m/0l14md""",,,,,
yGjePGbsmRg,100,110," ""/m/04rlf","/m/09x0r""",,,,,,,,,
yGjmwUXxGV8,30,40," ""/m/04rlf""",,,,,,,,,,
yGjnKQgf2Ls,30,40," ""/m/09x0r""",,,,,,,,,,
yGjwo2UeYaM,30,40," ""/m/04rlf""",,,,,,,,,,
yGk6Dx-jczY,30,40," ""/m/04rlf""",,,,,,,,,,
yGkCAbg6wkQ,30,40," ""/m/0199g","/m/07yv9""",,,,,,,,,
yGkWr4W35GY,30,40," ""/m/03kmc9""",,,,,,,,,,
yGkguQHWwig,240,250," ""/m/04rlf","/m/09x0r""",,,,,,,,,
yGktNvqYKEo,25,35," ""/m/019jd",/m/056ks2,/m/07yv9,"/m/09x0r""",,,,,,,
yGl2eSHRbl0,30,40," ""/m/04rlf""",,,,,,,,,,
yGlVipygB0o,170,180," ""/m/09x0r","/t/dd00126""",,,,,,,,,
yGl_QPxroAY,80,90," ""/m/015lz1","/m/04rlf""",,,,,,,,,
yGln8TNHn1Q,30,40," ""/m/09x0r""",,,,,,,,,,
yGmDl7xjUmM,30,40," ""/m/04rlf","/m/0l14jd""",,,,,,,,,
yGmObCxrxwY,10,20," ""/m/07yv9",/m/0k4j,/m/0ltv,"/t/dd00128""",,,,,,,
yGmWbxry1EI,30,40," ""/m/04rlf","/m/09x0r""",,,,,,,,,
yGmjTIamHB8,30,40," ""/m/09x0r""",,,,,,,,,,
yGnAoLb8BmA,30,40," ""/m/04rlf""",,,,,,,,,,
yGnia7fwP3o,30,40," ""/m/09x0r""",,,,,,,,,,
yGnkzAiuhUk,0,10," ""/m/04rlf",/m/09x0r,"/t/dd00129""",,,,,,,,
yGoAnWOkfMU,13,23," ""/m/04rlf",/m/07pkxdp,"/m/0ytgt""",,,,,,,,
yGoEGn6MWsg,80,90," ""/m/019jd","/m/05kq4""",,,,,,,,,
yGoEPIbSQM4,30,40," ""/m/04rlf","/m/07qqyl4""",,,,,,,,,
yGoN6QKQPBQ,30,40," ""/m/01m4t","/m/09x0r""",,,,,,,,,
yGoRKiuXCkw,0,10," ""/m/03vt0","/m/09xqv""",,,,,,,,,
yGoS2J-aHmY,30,40," ""/m/01h8n0",/m/04rlf,"/m/09x0r""",,,,,,,,
yGobqXwnrPc,130,140," ""/m/0342h",/m/042v_gx,/m/04rlf,/m/04rzd,/m/04szw,"/m/0fx80y""",,,,,
yGptxcssA9A,130,140," ""/m/01qbl",/m/026t6,/m/02hnl,/m/03t3fj,/m/06rvn,/m/0bm02,"/m/0l14md""",,,,
yGq16ZG-bFw,10,20," ""/m/03q5t",/m/04rlf,/m/04szw,/m/05148p4,"/m/05r5c""",,,,,,
yGqCGFNHwa0,30,40," ""/m/015p6",/m/04rlf,/m/07r_25d,"/m/09x0r""",,,,,,,
yGqT173FDWs,0,10," ""/m/015p6","/m/09x0r""",,,,,,,,,
yGqgsfxgiFM,30,40," ""/m/01lyv","/m/04rlf""",,,,,,,,,
yGqjYIUw76c,30,40," ""/m/09x0r""",,,,,,,,,,
yGqtvq2C0jw,30,40," ""/m/04rlf""",,,,,,,,,,
yGr7H_jtwts,30,40," ""/m/04rlf""",,,,,,,,,,
yGrA5brYkOg,30,40," ""/m/04rlf","/m/0l14md""",,,,,,,,,
yGrEmkjk08o,30,40," ""/m/04rlf","/m/09x0r""",,,,,,,,,
yGrOYQGKPPY,24,34," ""/m/09x0r""",,,,,,,,,,
yGrS5TJ2RTU,30,40," ""/m/02mfyn""",,,,,,,,,,
yGrfwXH7_BM,30,40," ""/m/09x0r""",,,,,,,,,,
yGriLEoHJcc,140,150," ""/m/01xqw",/m/02fsn,"/m/0l14_3""",,,,,,,,
yGrn3KmkndY,50,60," ""/m/09x0r""",,,,,,,,,,
yGrrypywiVs,30,40," ""/m/04rlf""",,,,,,,,,,
yGs47Jn6O2A,160,170," ""/m/02w4v","/m/04rlf""",,,,,,,,,
yGs9BsfNA14,30,40," ""/m/09x0r""",,,,,,,,,,
yGsMCLHVb8g,0,8," ""/m/04rlf","/m/09x0r""",,,,,,,,,
yGst3Q7-nZ4,30,40," ""/m/09x0r""",,,,,,,,,,
yGsy3RQal0c,30,40," ""/m/04rlf","/m/09x0r""",,,,,,,,,
yGt2PcUxAAM,190,200," ""/m/012ndj","/m/07yv9""",,,,,,,,,
yGt7zXi-7tI,120,130," ""/m/015lz1","/m/04rlf""",,,,,,,,,
yGt9xHvmsRs,30,40," ""/m/09x0r""",,,,,,,,,,
yGtbkjUh6lw,10,20," ""/m/015lz1",/m/04rlf,"/m/064t9""",,,,,,,,
yGu8elCVSic,30,40," ""/m/04rlf""",,,,,,,,,,
yGuE5ykVhwE,30,40," ""/m/01kcd",/m/02fsn,/m/04rlf,/m/04szw,/m/05pd6,/m/07c6l,/m/07y_7,/m/0l14_3,"/m/0l14md""",,
yGuN7hrk9DE,30,40," ""/m/04rlf""",,,,,,,,,,
yGucZD9BmTY,180,190," ""/m/04rlf","/m/04szw""",,,,,,,,,
yGugFHiJI-c,30,40," ""/m/02fs_r",/m/04rlf,"/m/09x0r""",,,,,,,,
yGuifXK86bE,350,360," ""/m/09x0r","/m/0c3f7m""",,,,,,,,,
yGupZAGuHmM,280,290," ""/m/04rlf",/m/09x0r,"/t/dd00128""",,,,,,,,
yGutSfyK4y8,30,40," ""/m/07swgks","/m/09x0r""",,,,,,,,,
yGuxilF-PEY,0,10," ""/m/0790c","/m/09x0r""",,,,,,,,,
yGv2wrhgJkU,10,20," ""/m/09x0r""",,,,,,,,,,
yGv6KlTwVvk,140,150," ""/m/015vgc",/m/04rlf,"/m/0l14_3""",,,,,,,,
yGvGQpA1Br8,30,40," ""/m/04rlf""",,,,,,,,,,
yGvH8rq3bJ0,20,30," ""/m/09x0r","/t/dd00126""",,,,,,,,,
yGvQasfm8H8,60,70," ""/m/09x0r""",,,,,,,,,,
yGvW5brPh_Y,240,250," ""/m/04rlf",/m/09x0r,"/m/0ytgt""",,,,,,,,
yGvYtJfwLfo,190,200," ""/m/02qldy",/m/04rlf,"/m/09x0r""",,,,,,,,
yGvjtkhUpYo,30,40," ""/m/09x0r""",,,,,,,,,,
yGvmkYz9lf8,270,280," ""/t/dd00125""",,,,,,,,,,
yGvp318ImYw,60,70," ""/t/dd00126""",,,,,,,,,,
yGvtzRTgOkg,0,10," ""/m/012n7d",/m/03j1ly,/m/07yv9,"/m/0k4j""",,,,,,,
yGvxqggut10,30,40," ""/m/09x0r""",,,,,,,,,,
yGw3KIQ6PQk,30,40," ""/m/09x0r""",,,,,,,,,,
yGw4fx2ZqBA,30,40," ""/m/04rlf",/m/07qdb04,/m/09ddx,"/m/09x0r""",,,,,,,
yGwBXaEoztY,70,80," ""/m/0jbk""",,,,,,,,,,
yGwDu6BOJLc,30,40," ""/m/04rlf","/m/09x0r""",,,,,,,,,
yGwGFnhz9ag,430,440," ""/m/028v0c","/t/dd00125""",,,,,,,,,
yGwGvpq4g2c,20,30," ""/m/015lz1",/m/04rlf,"/t/dd00126""",,,,,,,,
yGwdezblvTA,0,10," ""/m/0283d",/m/02lkt,"/m/04rlf""",,,,,,,,
yGwipK2ooH4,30,40," ""/m/04rlf",/m/06h7j,/m/09x0r,"/t/dd00128""",,,,,,,
yGx08kFWCSE,100,110," ""/m/0dxrf""",,,,,,,,,,
yGx3ER1PLTc,210,220," ""/m/0342h",/m/042v_gx,/m/04rlf,/m/04szw,/m/09x0r,/m/0fx80y,"/m/0l14_3""",,,,
yGxA1agwHuU,30,40," ""/m/09x0r""",,,,,,,,,,
yGx_zYwHkXs,60,70," ""/m/06_fw""",,,,,,,,,,
yGxgzuXcjsM,200,210," ""/m/04rlf",/m/09x0r,"/t/dd00125""",,,,,,,,
yGxsauIXvhw,0,10," ""/m/03qtq",/m/04rlf,/m/06rvn,/m/09x0r,"/m/0bm02""",,,,,,
yGyABhJuCrE,30,40," ""/m/04rlf","/m/09x0r""",,,,,,,,,
yGyMtIAzmjA,40,50," ""/m/018j2",/m/01lyv,/m/04rlf,/m/04szw,"/m/0fx80y""",,,,,,
yGySoOinzvI,30,40," ""/m/015p6",/m/09x0r,"/t/dd00129""",,,,,,,,
yGymbg9aU28,30,40," ""/m/04rlf",/m/07ryjzk,"/m/09x0r""",,,,,,,,
yGypvcQjXSA,10,20," ""/m/09x0r""",,,,,,,,,,
yGzMewaC9Ys,10,20," ""/m/06bz3""",,,,,,,,,,
yGz_npPsIwo,26,36," ""/m/07qnq_y""",,,,,,,,,,
yGzbbO05WVk,140,150," ""/m/0140xf","/m/04rlf""",,,,,,,,,
yH-RoboUcv8,30,40," ""/m/04rlf","/m/0m0jc""",,,,,,,,,
yH-ZDGRGnYM,30,40," ""/m/03mb9",/m/04rlf,"/m/064t9""",,,,,,,,
yH-a8DH7oZc,30,40," ""/m/09x0r","/t/dd00125""",,,,,,,,,
yH-pRr0lr-Y,30,40," ""/m/04rlf",/m/068hy,"/m/09x0r""",,,,,,,,
yH-q-aEymws,190,200," ""/m/07s2xch","/m/09x0r""",,,,,,,,,
yH-zuLL9nhY,350,360," ""/m/04rlf",/m/09x0r,"/m/0ytgt""",,,,,,,,
yH0HIQcTQNk,30,40," ""/m/04rlf","/m/09x0r""",,,,,,,,,
yH0jteMA45Y,30,40," ""/m/025td0t",/m/02cjck,"/m/04rlf""",,,,,,,,
yH11bDg-pX8,30,40," ""/m/07pzfmf""",,,,,,,,,,
yH1GTxb9t2M,60,70," ""/m/07yv9",/m/0k4j,/m/0ltv,"/t/dd00134""",,,,,,,
yH1NQI_2yaA,170,180," ""/m/03qtwd",/m/04rlf,"/m/09x0r""",,,,,,,,
yH1a5k0xEE0,40,50," ""/m/02cjck""",,,,,,,,,,
yH1oAS4TMd0,30,40," ""/m/04rlf""",,,,,,,,,,
yH1r2Bblluw,100,110," ""/m/06hck5""",,,,,,,,,,
yH2-_yyGudg,60,70," ""/m/03wvsk""",,,,,,,,,,
yH32i16Loaw,90,100," ""/m/09x0r","/t/dd00127""",,,,,,,,,
yH3EKTi7IPg,30,40," ""/m/07q2z82",/m/07yv9,/m/0k4j,"/t/dd00067""",,,,,,,
yH3NxyDxbbM,30,40," ""/m/04rlf","/m/09x0r""",,,,,,,,,
yH3j9tJ54jA,10,20," ""/m/09x0r""",,,,,,,,,,
yH4SiyTKk4k,30,40," ""/m/0j2kx""",,,,,,,,,,
yH4_HK7gVdM,260,270," ""/m/03lty",/m/04rlf,"/m/0dl5d""",,,,,,,,
yH4hNZNUJAs,90,100," ""/m/015lz1",/m/04rlf,"/m/0y4f8""",,,,,,,,
yH4huWPvzfM,30,40," ""/m/0l14qv""",,,,,,,,,,
yH4rAoFkvpI,50,60," ""/m/0jbk","/t/dd00129""",,,,,,,,,
yH55n7CHLoc,40,50," ""/m/02mk9",/m/07yv9,"/m/0k4j""",,,,,,,,
yH5G659vETs,30,40," ""/m/09x0r""",,,,,,,,,,
yH5UI79FcW4,17,27," ""/m/04rlf",/m/04s8yn,/m/07r5c2p,"/m/09x0r""",,,,,,,
yH5Wjyk94Og,80,90," ""/m/01swy6","/m/04rlf""",,,,,,,,,
yH5woU11HkM,30,40," ""/m/09x0r""",,,,,,,,,,
yH6-JA0ZX3Q,30,40," ""/m/04rlf","/m/09x0r""",,,,,,,,,
yH62F5MIuDA,30,40," ""/m/04rlf","/m/09x0r""",,,,,,,,,
yH6FYub8fko,350,360," ""/m/09x0r""",,,,,,,,,,
yH6G0854Ahg,0,10," ""/m/015lz1",/m/04rlf,"/m/064t9""",,,,,,,,
yH6G0_sIyDM,110,120," ""/m/0342h",/m/04rlf,/m/04szw,/m/07xzm,"/m/0fx80y""",,,,,,
yH6HocPymHY,0,7," ""/m/04rlf","/m/09x0r""",,,,,,,,,
yH6UAy-DdIU,30,40," ""/m/04rlf","/m/09x0r""",,,,,,,,,
yH6g0Sn_LUY,30,40," ""/m/07yv9""",,,,,,,,,,
yH6lR59YcE0,30,40," ""/m/0342h",/m/04szw,"/m/0fx80y""",,,,,,,,
yH6s3fK-STo,10,20," ""/m/01g50p",/m/06d_3,/m/07jdr,"/m/07yv9""",,,,,,,
yH73DLnYMEc,30,40," ""/m/04rlf""",,,,,,,,,,
yH7GAYBfblk,0,10," ""/m/07yv9""",,,,,,,,,,
